,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,352,11,2,0,0
Light_T1,1,13,253,96,0
Light_XM,40,60,268,1,0
Sensor,49,189,121,5,0
Socket,0,0,0,0,376
