,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,107,2,0,0,0
Light_T1,4,105,0,0,0
Light_XM,0,2,100,7,0
Sensor,0,0,8,101,0
Socket,0,0,0,0,109
