,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,348,0,40,10,0
Light_T1,1,0,394,1,0
Light_XM,0,0,394,0,0
Sensor,0,0,341,58,0
Socket,0,0,0,0,406
