,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,335,1,2,24,0
Light_T1,2,173,96,92,0
Light_XM,1,26,295,43,0
Sensor,0,66,20,277,0
Socket,0,0,0,0,363
