,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,282,20,51,46,0
Light_T1,7,286,71,30,0
Light_XM,3,135,235,22,0
Sensor,5,161,52,187,0
Socket,0,0,0,0,395
