,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,389,0,4,5,0
Light_T1,2,270,88,36,0
Light_XM,1,46,299,48,0
Sensor,0,15,34,350,0
Socket,0,0,0,0,406
