,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,6,0,0,393,0
Light_T1,0,0,2,392,0
Light_XM,0,0,0,395,0
Sensor,0,0,1,404,0
Socket,0,0,0,0,395
