,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,373,9,2,6,0
Light_T1,0,188,71,106,0
Light_XM,1,38,273,56,0
Sensor,0,11,24,327,0
Socket,0,0,0,0,368
