,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,26,74,192,71,0
Light_T1,0,112,151,102,0
Light_XM,0,53,307,3,0
Sensor,1,77,24,260,0
Socket,0,0,0,0,363
