,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,173,63,79,28,19
Light_T1,58,58,189,54,4
Light_XM,53,46,230,36,0
Sensor,39,110,72,136,6
Socket,0,0,0,0,363
