,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,392,0,3,3,0
Light_T1,9,71,278,38,0
Light_XM,1,56,297,40,0
Sensor,2,42,21,334,0
Socket,0,0,0,0,406
