,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,356,6,1,0,0
Light_T1,173,119,73,0,0
Light_XM,5,150,208,0,0
Sensor,8,331,22,1,0
Socket,4,0,0,0,359
