feature,importance
rssi_min,2680
rssi_max,1950
rssi_p10,1821
rssi_p90,1698
len_max,1207
rssi_std,1139
interarrival_p50,871
rssi_mean,749
down_len_std,672
down_packet_ratio,636
rssi_p50,630
len_p90,570
down_ia_mean,561
interarrival_p75,537
len_p10,525
retry_ratio,512
subwin_packet_cv,504
len_p95,488
len_cv,485
interarrival_max,465
subtype_8_ratio,448
byte_count,430
other_packet_ratio,419
burst_count,379
down_ia_std,369
interarrival_p25,368
down_len_mean,357
subwin_byte_max,351
len_range,332
long_gap_ratio,304
len_p25,303
interarrival_std,303
interarrival_p10,300
len_mean,293
interarrival_cv,288
len_std,287
subtype_4_ratio,287
interarrival_iqr,278
burst_packet_ratio,277
burst_size_mean,270
burst_size_std,253
packet_count,243
len_iqr,233
up_packet_ratio,225
len_p50,205
interarrival_mean,197
interarrival_p90,190
interarrival_p95,175
interarrival_min,173
subwin_packet_std,172
down_len_p50,169
subwin_byte_std,150
burst_size_max,134
unique_da_count,127
unique_sa_count,121
len_up_down_diff,119
len_p75,115
subwin_packet_max,114
active_subwin_count,97
null_data_ratio,91
subtype_0_ratio,68
burst_size_min,52
len_min,27
up_ia_mean,14
up_ia_std,10
data_ratio,8
up_len_mean,7
subwin_packet_min,4
subtype_5_ratio,4
up_down_ratio,2
subwin_byte_min,1
mgmt_ratio,1
ctrl_ratio,0
subtype_6_ratio,0
rssi_missing_ratio,0
subtype_1_ratio,0
subtype_2_ratio,0
subtype_3_ratio,0
qos_data_ratio,0
subtype_13_ratio,0
subtype_14_ratio,0
subtype_15_ratio,0
subtype_9_ratio,0
subtype_10_ratio,0
subtype_11_ratio,0
subtype_12_ratio,0
subtype_7_ratio,0
up_len_std,0
bssid_known,0
side_packet_ratio,0
burst_packet_fraction,0
up_len_p50,0
subwin_packet_mean,0
subwin_byte_mean,0
