feature,importance
rssi_max,3121
len_max,2791
rssi_min,2224
rssi_std,2022
interarrival_max,1731
rssi_p90,1709
burst_count,1568
down_len_std,1567
down_ia_std,1418
len_p90,1357
rssi_p10,1334
other_packet_ratio,1316
retry_ratio,1282
rssi_p50,1249
subwin_packet_cv,1185
down_packet_ratio,1180
len_p10,985
interarrival_p75,982
rssi_mean,980
len_cv,887
interarrival_p50,875
interarrival_std,872
len_p25,871
down_ia_mean,865
len_iqr,813
interarrival_cv,812
subtype_0_ratio,806
interarrival_p95,792
subwin_byte_max,735
long_gap_ratio,729
len_up_down_diff,722
interarrival_p90,679
burst_size_std,671
interarrival_p25,637
burst_size_mean,613
len_p75,612
len_p50,587
burst_packet_ratio,576
null_data_ratio,520
down_len_p50,497
unique_da_count,452
packet_count,445
interarrival_mean,445
len_min,438
up_len_p50,372
interarrival_min,301
unique_sa_count,288
subwin_packet_max,253
active_subwin_count,189
up_ia_mean,169
up_packet_ratio,122
burst_size_min,117
subwin_packet_min,94
up_down_ratio,70
subtype_5_ratio,69
subwin_byte_min,57
data_ratio,49
ctrl_ratio,0
subtype_12_ratio,0
subtype_2_ratio,0
