feature,mutual_info,correlation_kept,correlation_dropped,model_importance,shap_importance,mi_norm,model_norm,shap_norm,joint_score,selected
rssi_min,1.0085843444039946,True,False,0.08415607739845363,0.036453787080782944,0.917505009993677,0.9965234285162418,0.9364022084665986,0.9501435489921723,True
rssi_max,0.8659117505772127,True,False,0.08444967272245323,0.037774404769042584,0.7877163410031622,1.0,0.9703254142253298,0.9193472517428307,True
rssi_std,0.7675140199478319,True,False,0.07427759555848504,0.03419594307744829,0.6982043320914884,0.8795486490824059,0.8784041160760774,0.8187190324166572,True
rssi_p10,0.8990814501891413,True,False,0.06921409373082353,0.029391862359932713,0.8178906796618829,0.8195898397178879,0.7549998787175711,0.7974934660324472,True
up_len_p50,0.5088775838728807,True,False,0.07277666988109652,0.03892962527339367,0.46292383504400986,0.8617756296140965,1.0,0.7748998215527022,True
rssi_p90,0.6830412660220508,True,False,0.04990818637466449,0.019864435001680537,0.6213598169402375,0.5909814066265179,0.5102652507486842,0.5742021581051465,True
rssi_p50,0.7750629486756275,True,False,0.03538361260341093,0.013090028417436372,0.7050715613581994,0.4189905237371422,0.336248508058019,0.4867701977177868,True
len_range,1.0992684872761025,True,False,0.020660587822504222,0.00748157469627087,1.0,0.244649708595153,0.192182037297547,0.4789439152975667,True
rssi_mean,0.5609651829003959,True,False,0.030491400791099965,0.013809171189424051,0.5103077086203224,0.3610600231845896,0.3547214002818025,0.40869637736223813,True
up_ia_std,0.5349994823904585,True,False,0.028373136506868492,0.01391366285838076,0.4866868181731867,0.3359768675494787,0.35740551728069186,0.39335640100111907,True
len_p95,0.7587431834563241,True,False,0.016836119799730525,0.006285242385355894,0.6902255383818268,0.19936275958182828,0.1614513970071919,0.3503465649902823,True
up_packet_ratio,0.5083041959972201,True,False,0.023045925814212342,0.011890773681544465,0.462402226463124,0.2728953833835872,0.3054427983325896,0.34691346939310025,True
len_p10,0.6376719855728765,True,False,0.02047614739751116,0.006464167944172901,0.5800875700102853,0.24246568088909862,0.16604752547132315,0.32953359212356903,True
len_p25,0.5249952807600557,True,False,0.01779449382523277,0.005477719201810855,0.4775860372937199,0.21071122304659473,0.14070824374347587,0.2763351680279302,True
len_min,0.3057992761310677,True,False,0.021968890177875195,0.011222022694739875,0.2781843377397394,0.26014180362873296,0.28826433894316295,0.27553016010387843,True
subtype_8_ratio,0.47170700690023715,True,False,0.01814085982663044,0.00623976795627995,0.4291099147844114,0.21481267175837382,0.16028327815794569,0.2680686215669103,True
len_up_down_diff,0.5910346709026053,True,False,0.01321364847335574,0.0038736139434387275,0.5376617975897234,0.15646772861728964,0.09950298561147818,0.26454417060616375,True
len_p75,0.6223780585417098,True,False,0.009524066659580022,0.0032762611866739275,0.5661747477942461,0.1127780173983764,0.08415855954598869,0.2543704415795371,True
len_cv,0.36834959435154513,True,False,0.017614258860744036,0.007480015823127196,0.3350861037272935,0.20857699376330216,0.1921419939338432,0.24526836380814632,True
len_p50,0.5832600495385403,True,False,0.009836106911067326,0.003449917621790722,0.5305892566645033,0.11647300213221705,0.0886193380378762,0.24522719894486547,True
down_ia_std,0.48607207515205264,True,False,0.012525174860501722,0.005026416956016309,0.44217775800750875,0.14831525637365278,0.1291154723611377,0.23986949558076642,True
down_len_std,0.49692147427884503,True,False,0.01247744638050916,0.004197570442673751,0.4520474115565487,0.14775008568140602,0.10782457866458241,0.2358740253008457,True
down_packet_ratio,0.3712730763708394,True,False,0.017474794359269206,0.006258849846593774,0.33774558323856235,0.2069255427040046,0.1607734418874914,0.23514818927668613,True
up_down_ratio,0.5173993837977644,True,False,0.008179425290651151,0.0041314792208107035,0.47067608121819066,0.09685561858283473,0.10612686846575813,0.22455285608892783,True
down_len_p50,0.47641029887231223,True,False,0.010088192458295758,0.003476236020777956,0.4333884800544206,0.11945804090266818,0.08929538870115399,0.21404730321941423,True
burst_count,0.3688661367694297,True,False,0.014388658182656387,0.005071706404759298,0.335556000230162,0.17038145582807893,0.1302788395506478,0.21207209853629624,True
len_iqr,0.4750001180713874,True,False,0.007300153695093785,0.002195720223806988,0.43210564440758137,0.08644383642653054,0.05640229538267984,0.1916505920722639,True
interarrival_p75,0.4389988042898696,True,False,0.008997575207821924,0.0025840641573639917,0.3993553980408124,0.10654363620085025,0.06637783280000031,0.19075895568055432,True
retry_ratio,0.1724140349225065,True,False,0.015914990890585238,0.008771094198888019,0.15684433504478457,0.18845532939944487,0.2253064122064025,0.19020202555021062,True
down_ia_mean,0.4348674355865172,True,False,0.00760685964699609,0.002404024601764144,0.39559710900481027,0.09007565573399316,0.06175308867941164,0.18247528447273834,True
unique_da_count,0.2620804780984307,True,False,0.011300615566106462,0.004556017042850881,0.23841352784327033,0.13381479408743627,0.11703213197802538,0.16308681796957733,False
burst_size_std,0.3499920917095132,True,False,0.007526806519974292,0.0023102304183087044,0.3183863594386891,0.08912771686767103,0.059343762034298954,0.15561927944688636,False
subwin_byte_mean,0.30515979799255843,True,False,0.009481873834667772,0.0027471560039598734,0.27760260711986706,0.11227839645785578,0.07056723471308131,0.1534827460969347,False
interarrival_p50,0.32354724604773066,True,False,0.008083063862828909,0.0022882351224971296,0.2943295926270518,0.09571456705811257,0.05877876055644997,0.14960764008053812,False
burst_packet_ratio,0.2567360245900461,True,False,0.009200661466756443,0.0036657544707812562,0.23355170057336672,0.10894845616506692,0.09416362076535591,0.14555459250126318,False
