,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,341,13,38,7,0
Light_T1,4,215,152,23,0
Light_XM,2,47,328,18,0
Sensor,7,54,111,233,0
Socket,0,0,0,0,395
