,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,363,1,1,0,0
Light_T1,1,13,257,92,0
Light_XM,24,58,287,0,0
Sensor,77,152,131,4,0
Socket,2,1,0,0,373
