,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,333,7,2,57,0
Light_T1,2,162,131,99,0
Light_XM,3,105,215,72,0
Sensor,6,61,11,327,0
Socket,0,0,0,0,395
