,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,359,15,1,15,0
Light_T1,1,289,28,47,0
Light_XM,0,313,12,43,0
Sensor,1,62,3,296,0
Socket,0,0,0,0,368
