,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,117,0,0,0,0
Light_T1,0,100,3,7,0
Light_XM,0,9,95,6,0
Sensor,2,9,4,94,0
Socket,0,0,0,0,110
