feature,importance
rssi_max,2942
len_max,2207
rssi_min,2035
rssi_std,1872
interarrival_max,1705
rssi_p90,1655
burst_count,1490
down_len_std,1467
down_ia_std,1333
rssi_p10,1245
other_packet_ratio,1204
rssi_p50,1172
down_packet_ratio,1117
retry_ratio,1054
rssi_mean,1046
subwin_packet_cv,929
len_p90,911
len_p10,906
subtype_8_ratio,826
len_p25,824
down_ia_mean,815
interarrival_p50,805
interarrival_std,770
len_p95,763
interarrival_cv,734
interarrival_p95,718
len_iqr,688
len_cv,684
interarrival_p90,652
long_gap_ratio,650
interarrival_p75,631
len_std,605
burst_size_mean,571
subtype_0_ratio,543
len_p75,542
interarrival_p25,526
len_p50,523
len_range,507
burst_packet_ratio,501
burst_size_std,463
byte_count,456
unique_da_count,440
down_len_mean,409
interarrival_mean,409
down_len_p50,400
len_mean,399
interarrival_iqr,386
packet_count,376
subwin_byte_max,372
len_min,369
up_packet_ratio,360
interarrival_p10,355
subtype_4_ratio,346
subwin_byte_std,305
len_up_down_diff,298
interarrival_min,274
subwin_packet_std,261
burst_size_max,223
unique_sa_count,220
active_subwin_count,175
subwin_packet_max,171
up_ia_std,133
subwin_byte_min,130
subwin_packet_min,108
null_data_ratio,93
burst_size_min,82
up_len_mean,71
mgmt_ratio,56
up_ia_mean,51
up_down_ratio,43
data_ratio,34
subtype_5_ratio,3
ctrl_ratio,0
subtype_6_ratio,0
rssi_missing_ratio,0
subtype_1_ratio,0
subtype_2_ratio,0
subtype_3_ratio,0
qos_data_ratio,0
subtype_13_ratio,0
subtype_14_ratio,0
subtype_15_ratio,0
subtype_9_ratio,0
subtype_10_ratio,0
subtype_11_ratio,0
subtype_12_ratio,0
subtype_7_ratio,0
up_len_std,0
bssid_known,0
side_packet_ratio,0
burst_packet_fraction,0
up_len_p50,0
subwin_packet_mean,0
subwin_byte_mean,0
