,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,338,13,35,13,0
Light_T1,7,232,124,31,0
Light_XM,1,68,300,26,0
Sensor,6,61,74,264,0
Socket,0,0,0,0,395
