,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,363,2,0,0,0
Light_T1,1,6,257,99,0
Light_XM,16,59,293,1,0
Sensor,34,194,133,2,1
Socket,0,0,0,0,376
