feature,importance
up_len_p50,0.11158359178198198
rssi_min,0.10421646035462816
rssi_max,0.09502827322494549
rssi_std,0.09476057894884994
rssi_p10,0.07261798819676875
rssi_p90,0.06187539691375777
burst_count,0.045809720832193396
len_range,0.04097625492182828
up_packet_ratio,0.038727112594195416
len_p95,0.03738110385669566
rssi_p50,0.03707063891863432
len_min,0.03518811798698314
len_p10,0.035172372609644856
down_packet_ratio,0.0347641614797686
len_p25,0.029434108306122777
qos_data_ratio,0.027208648789591963
down_ia_std,0.026014604741443115
len_up_down_diff,0.025630933480484654
up_ia_mean,0.024692597972132576
len_p75,0.021847334089349236
