feature,importance
rssi_max,3741
rssi_min,2950
len_max,2339
rssi_p90,1984
rssi_p50,1924
rssi_std,1745
interarrival_max,1602
rssi_p10,1389
len_p10,1366
subwin_packet_cv,1347
interarrival_p95,1326
other_packet_ratio,1309
down_len_std,1307
retry_ratio,1294
burst_count,1258
rssi_mean,1189
interarrival_p50,1079
down_ia_std,1041
down_packet_ratio,1016
down_ia_mean,944
interarrival_p90,928
subtype_8_ratio,924
long_gap_ratio,880
len_p90,867
len_iqr,867
interarrival_p75,854
len_p25,825
len_cv,805
interarrival_p25,760
interarrival_std,741
len_p95,704
interarrival_min,670
down_len_mean,638
interarrival_cv,625
burst_packet_ratio,608
burst_size_mean,602
interarrival_iqr,601
len_range,599
interarrival_mean,551
len_min,508
len_p75,493
len_mean,484
down_len_p50,476
len_p50,446
up_packet_ratio,432
byte_count,431
len_std,428
subtype_0_ratio,419
packet_count,415
burst_size_std,401
interarrival_p10,398
unique_da_count,392
unique_sa_count,329
len_up_down_diff,322
subwin_packet_std,312
subwin_byte_std,310
subwin_byte_max,291
subtype_4_ratio,210
burst_size_min,209
subwin_packet_max,180
burst_size_max,179
null_data_ratio,145
active_subwin_count,127
up_ia_std,41
subwin_byte_min,22
data_ratio,17
up_len_mean,17
subtype_5_ratio,8
mgmt_ratio,7
subwin_packet_min,4
up_ia_mean,2
up_down_ratio,2
ctrl_ratio,0
subtype_6_ratio,0
rssi_missing_ratio,0
subtype_1_ratio,0
subtype_2_ratio,0
subtype_3_ratio,0
qos_data_ratio,0
subtype_13_ratio,0
subtype_14_ratio,0
subtype_15_ratio,0
subtype_9_ratio,0
subtype_10_ratio,0
subtype_11_ratio,0
subtype_12_ratio,0
subtype_7_ratio,0
up_len_std,0
bssid_known,0
side_packet_ratio,0
burst_packet_fraction,0
up_len_p50,0
subwin_packet_mean,0
subwin_byte_mean,0
