,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,272,0,27,56,7
Light_T1,1,144,93,125,0
Light_XM,2,63,209,91,0
Sensor,1,80,32,250,0
Socket,0,0,0,0,363
