,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,294,6,1,62,0
Light_T1,129,38,7,191,0
Light_XM,8,8,205,142,0
Sensor,10,0,8,344,0
Socket,0,0,0,0,363
