,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,312,45,0,5,0
Light_T1,0,357,0,6,0
Light_XM,0,209,154,2,0
Sensor,0,6,24,333,0
Socket,0,0,0,0,363
