,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,119,0,0,1,0
Light_T1,0,66,37,15,0
Light_XM,1,43,44,30,0
Sensor,0,34,34,54,0
Socket,1,0,0,0,117
