,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,532,31,170,62,2
Light_T1,0,250,498,42,0
Light_XM,0,151,614,24,0
Sensor,0,126,425,253,0
Socket,0,0,0,0,801
