feature,importance
rssi_max,2751
rssi_min,1901
rssi_p10,1793
rssi_p90,1693
rssi_std,1505
len_max,1487
rssi_mean,1098
retry_ratio,1093
down_ia_std,1043
down_len_std,1025
down_packet_ratio,992
burst_count,973
rssi_p50,948
len_cv,911
other_packet_ratio,848
interarrival_p90,809
burst_packet_ratio,762
len_p90,756
len_p10,714
interarrival_p50,704
interarrival_p75,690
down_ia_mean,666
len_p25,664
packet_count,652
len_iqr,644
subwin_byte_max,521
qos_data_ratio,447
len_up_down_diff,421
unique_sa_count,412
unique_da_count,387
len_p75,336
burst_size_max,330
up_len_p50,323
down_len_p50,316
len_p50,219
len_min,214
burst_size_min,122
up_ia_std,61
up_packet_ratio,13
up_down_ratio,2
