,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,117,0,0,0,0
Light_T1,2,102,2,4,0
Light_XM,1,5,102,2,0
Sensor,1,8,3,97,0
Socket,0,0,0,0,110
