,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,300,2,49,12,0
Light_T1,6,3,282,74,0
Light_XM,1,231,125,6,0
Sensor,6,258,16,82,0
Socket,0,0,0,0,363
