,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,110,0,0,0,0
Light_T1,0,109,0,0,0
Light_XM,0,0,104,7,0
Sensor,0,1,9,99,0
Socket,0,0,0,2,111
