,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,108,0,0,2,0
Light_T1,0,109,0,0,0
Light_XM,0,1,98,12,0
Sensor,0,0,18,91,0
Socket,0,0,0,0,113
