,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,369,8,3,18,0
Light_T1,1,292,79,24,0
Light_XM,0,73,296,25,0
Sensor,0,66,73,260,0
Socket,0,0,0,0,406
