,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,356,0,0,6,0
Light_T1,0,279,41,43,0
Light_XM,2,224,131,8,0
Sensor,0,3,34,326,0
Socket,0,0,0,0,363
