,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,250,0,47,60,5
Light_T1,1,199,71,92,0
Light_XM,1,83,189,92,0
Sensor,0,96,36,231,0
Socket,0,0,0,0,363
