,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,355,8,2,0,0
Light_T1,0,8,2,353,0
Light_XM,3,82,284,0,0
Sensor,25,279,59,0,1
Socket,0,0,0,0,376
