,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,197,0,133,33,0
Light_T1,2,1,283,79,0
Light_XM,0,264,91,8,0
Sensor,1,241,20,100,0
Socket,0,0,0,0,363
