,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,352,0,0,10,0
Light_T1,0,208,78,77,0
Light_XM,3,67,275,20,0
Sensor,0,8,45,310,0
Socket,0,0,0,0,363
