,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,119,0,0,0,0
Light_T1,0,94,21,4,0
Light_XM,0,14,94,10,0
Sensor,0,10,15,95,0
Socket,0,0,0,0,122
