,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,362,1,2,0,0
Light_T1,1,20,261,81,0
Light_XM,11,38,320,0,0
Sensor,18,198,147,0,1
Socket,0,0,0,0,376
