,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,71,77,141,74,0
Light_T1,0,37,185,143,0
Light_XM,81,125,117,37,3
Sensor,49,65,13,230,5
Socket,0,0,0,8,355
