,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,284,90,0,24,0
Light_T1,1,358,0,37,0
Light_XM,1,340,0,53,0
Sensor,2,138,0,259,0
Socket,0,0,0,0,406
