,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,116,1,0,0,0
Light_T1,0,99,2,9,0
Light_XM,0,14,82,14,0
Sensor,4,11,1,93,0
Socket,0,0,0,0,110
