,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,360,2,0,0,0
Light_T1,20,10,264,69,0
Light_XM,2,1,345,17,0
Sensor,65,5,22,271,0
Socket,0,0,0,0,363
