,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,325,9,1,64,0
Light_T1,5,269,46,74,0
Light_XM,3,120,214,58,0
Sensor,1,47,33,324,0
Socket,0,0,0,0,395
