,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,715,25,28,29,0
Light_T1,12,500,224,54,0
Light_XM,4,130,607,48,0
Sensor,11,101,186,506,0
Socket,0,0,0,0,801
