,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,384,2,1,3,0
Light_T1,7,176,106,76,0
Light_XM,3,8,324,33,0
Sensor,14,4,24,320,0
Socket,0,0,0,0,368
