,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,55,202,0,106,0
Light_T1,1,293,1,70,0
Light_XM,1,190,170,2,0
Sensor,8,224,15,115,0
Socket,0,0,0,0,363
