,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,357,4,0,4,0
Light_T1,1,205,118,39,0
Light_XM,4,258,102,5,0
Sensor,1,148,3,211,1
Socket,0,0,0,0,376
