,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,345,0,3,14,0
Light_T1,1,38,129,195,0
Light_XM,2,1,319,43,0
Sensor,1,264,1,97,0
Socket,0,0,0,0,363
