,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,356,1,6,0,0
Light_T1,151,98,104,12,0
Light_XM,0,111,252,0,0
Sensor,5,326,16,15,0
Socket,0,0,0,0,363
