,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,327,31,1,31,0
Light_T1,1,297,8,58,1
Light_XM,0,304,9,55,0
Sensor,1,60,1,300,0
Socket,0,1,0,0,367
