,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,119,0,0,0,0
Light_T1,0,82,27,10,0
Light_XM,0,17,86,15,0
Sensor,0,12,11,97,0
Socket,0,0,0,0,122
