feature,importance
rssi_max,0.06808076904362513
rssi_std,0.05675071030117647
rssi_min,0.041881105247453136
len_max,0.03945195471822683
rssi_p10,0.031228446734708995
up_packet_ratio,0.031210595303149544
up_ia_std,0.029112066361622935
up_len_p50,0.02812334183279326
up_ia_mean,0.02708981449657797
rssi_p50,0.025956260517455976
rssi_p90,0.025586046914179924
up_len_mean,0.02509536269825711
up_down_ratio,0.022529813866374978
down_len_std,0.022408297733246745
len_p10,0.02029141097439016
len_p95,0.019646523627822623
down_ia_mean,0.019128613483229605
interarrival_max,0.017261374042139056
other_packet_ratio,0.01670177828977415
rssi_mean,0.016639277014371453
len_range,0.01627785738273378
down_packet_ratio,0.01609196202689259
down_ia_std,0.015031568878326294
null_data_ratio,0.014825610921612348
interarrival_p75,0.013800164572747959
interarrival_iqr,0.013091795155385085
len_up_down_diff,0.01295022173377076
subtype_8_ratio,0.012749825850910258
interarrival_std,0.011805126073146295
len_p90,0.01070203770297941
down_len_mean,0.010312613025638998
qos_data_ratio,0.010222360543567639
len_cv,0.010125510126022174
len_p25,0.009997777309267418
retry_ratio,0.00948135455042733
interarrival_p95,0.009323475327307965
interarrival_p50,0.009130163486631468
len_std,0.009104628022534417
subtype_4_ratio,0.00854709136414994
burst_count,0.008448509624083044
interarrival_p90,0.00836760605257467
len_mean,0.008182881356802531
long_gap_ratio,0.008045648479795048
burst_packet_ratio,0.007975422904146599
interarrival_cv,0.007701509337622776
burst_packet_fraction,0.007652208552128598
burst_size_mean,0.007259182054648413
interarrival_mean,0.0072451630572125765
len_iqr,0.006693530325860383
subwin_packet_cv,0.006394831845581911
len_min,0.006355796378099397
len_p75,0.006323135373176975
byte_count,0.0060912924607168075
subwin_byte_mean,0.006050203801177295
subwin_byte_max,0.005827169690320992
subwin_packet_mean,0.005826031395441092
subwin_byte_std,0.0057516186801503345
down_len_p50,0.005522664761680443
len_p50,0.005406352237548632
packet_count,0.005380360730289619
burst_size_std,0.005282999134154913
unique_da_count,0.005273656519730552
interarrival_p25,0.005198033896927258
subwin_packet_std,0.005118762037929805
subwin_packet_max,0.004146527386123107
burst_size_max,0.004096185427342437
interarrival_min,0.003838145942037766
interarrival_p10,0.0037821980941011753
burst_size_min,0.0037027808835175128
subtype_0_ratio,0.0032149072957163853
unique_sa_count,0.0026193789104665193
active_subwin_count,0.0017204746159186104
subwin_packet_min,0.00038216640658648125
subwin_byte_min,0.00030135206636760164
side_packet_ratio,0.0002997893472195085
data_ratio,0.00027991011003059853
mgmt_ratio,0.0002715827585078076
subtype_5_ratio,0.00022532281363579862
ctrl_ratio,0.0
subtype_14_ratio,0.0
subtype_15_ratio,0.0
subtype_7_ratio,0.0
subtype_9_ratio,0.0
subtype_13_ratio,0.0
subtype_11_ratio,0.0
subtype_12_ratio,0.0
subtype_6_ratio,0.0
subtype_1_ratio,0.0
subtype_2_ratio,0.0
subtype_3_ratio,0.0
rssi_missing_ratio,0.0
subtype_10_ratio,0.0
up_len_std,0.0
bssid_known,0.0
