,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,371,0,7,20,0
Light_T1,3,0,338,55,0
Light_XM,0,0,359,35,0
Sensor,0,0,71,328,0
Socket,0,0,0,0,406
