,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,109,0,0,0,0
Light_T1,0,101,8,0,0
Light_XM,0,9,101,0,0
Sensor,0,1,0,108,0
Socket,0,0,0,0,109
