feature,importance
up_down_ratio,0.34044465
up_packet_ratio,0.22119455
rssi_p90,0.06403005
rssi_min,0.057666454
rssi_max,0.03287553
len_max,0.03222443
rssi_p50,0.030466264
rssi_std,0.023737691
len_range,0.013962775
rssi_p10,0.011983268
rssi_mean,0.010203068
len_p95,0.009041575
len_p10,0.008843194
subtype_0_ratio,0.007937671
other_packet_ratio,0.006045942
interarrival_iqr,0.005526552
down_len_mean,0.004816437
burst_size_std,0.0043474925
len_p25,0.0042196875
interarrival_p50,0.0041818735
subtype_4_ratio,0.0038706951
interarrival_std,0.0038624313
interarrival_p25,0.0036943916
down_packet_ratio,0.0036357834
len_std,0.0032446678
len_mean,0.0030974695
len_p90,0.0030081365
down_ia_mean,0.0029592386
interarrival_p75,0.0029277906
len_cv,0.0027204927
subwin_byte_max,0.0026701433
retry_ratio,0.0025575107
len_up_down_diff,0.0025290193
subtype_5_ratio,0.0025204394
subwin_packet_std,0.002366949
long_gap_ratio,0.0023094232
interarrival_p95,0.0023082169
burst_count,0.0023035181
interarrival_max,0.0022039483
data_ratio,0.0022025271
burst_size_max,0.0021856064
null_data_ratio,0.0021843167
subwin_byte_mean,0.002119796
down_len_std,0.0020970835
qos_data_ratio,0.0020917952
byte_count,0.0020620364
burst_size_mean,0.0020495278
subtype_8_ratio,0.0019703663
subwin_byte_std,0.0019446099
interarrival_cv,0.0019014106
len_p50,0.0019002852
interarrival_mean,0.0018497315
interarrival_min,0.0017596915
burst_size_min,0.0017539562
packet_count,0.0017147582
len_p75,0.0016876997
down_ia_std,0.001598629
interarrival_p10,0.0015836329
subwin_packet_cv,0.0014644766
burst_packet_fraction,0.001462809
len_min,0.0014139608
len_iqr,0.0012365015
down_len_p50,0.0012338033
burst_packet_ratio,0.0011734598
subwin_byte_min,0.0011299582
subwin_packet_mean,0.0010466086
interarrival_p90,0.0010403133
subwin_packet_max,0.0010214273
unique_da_count,0.00091560045
active_subwin_count,0.0008243055
unique_sa_count,0.00078767963
subwin_packet_min,5.1692106e-05
up_ia_mean,5.029699e-07
mgmt_ratio,0.0
ctrl_ratio,0.0
rssi_missing_ratio,0.0
subtype_2_ratio,0.0
subtype_3_ratio,0.0
subtype_14_ratio,0.0
subtype_13_ratio,0.0
subtype_15_ratio,0.0
subtype_7_ratio,0.0
subtype_9_ratio,0.0
subtype_10_ratio,0.0
subtype_11_ratio,0.0
subtype_12_ratio,0.0
subtype_6_ratio,0.0
subtype_1_ratio,0.0
up_len_std,0.0
up_len_mean,0.0
side_packet_ratio,0.0
up_len_p50,0.0
bssid_known,0.0
up_ia_std,0.0
