,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,117,0,0,0,0
Light_T1,2,102,3,3,0
Light_XM,0,6,100,3,1
Sensor,4,13,4,88,0
Socket,0,0,0,0,110
