,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,292,7,37,27,0
Light_T1,3,77,163,122,0
Light_XM,4,79,270,10,0
Sensor,4,128,18,212,0
Socket,0,0,0,0,363
