feature,importance
rssi_max,2195
rssi_std,1183
down_ia_std,1066
rssi_min,1038
down_packet_ratio,1018
len_max,973
down_ia_mean,814
interarrival_max,784
burst_count,775
rssi_p90,774
len_cv,751
rssi_mean,746
rssi_p10,726
retry_ratio,609
down_len_std,570
long_gap_ratio,552
subtype_8_ratio,507
down_len_mean,464
len_std,463
len_iqr,443
interarrival_p50,432
len_p25,419
rssi_p50,417
len_p95,402
len_p10,394
other_packet_ratio,387
interarrival_std,383
unique_da_count,376
interarrival_p90,322
len_p90,317
up_ia_std,311
packet_count,304
interarrival_p75,302
len_mean,300
subwin_packet_cv,289
interarrival_p10,259
interarrival_min,253
burst_packet_ratio,248
interarrival_cv,223
interarrival_mean,213
burst_size_max,203
subtype_0_ratio,199
len_min,197
len_range,197
interarrival_p25,193
interarrival_p95,193
subwin_packet_std,192
burst_size_std,179
byte_count,175
len_p75,171
subwin_byte_std,155
len_p50,154
len_up_down_diff,154
subwin_byte_max,130
burst_size_mean,127
unique_sa_count,126
down_len_p50,125
interarrival_iqr,111
burst_size_min,111
subwin_byte_min,109
subtype_4_ratio,106
subwin_packet_max,90
up_ia_mean,39
up_packet_ratio,38
up_down_ratio,37
active_subwin_count,25
up_len_mean,17
null_data_ratio,12
subwin_packet_min,4
data_ratio,0
ctrl_ratio,0
mgmt_ratio,0
subtype_5_ratio,0
subtype_6_ratio,0
rssi_missing_ratio,0
subtype_1_ratio,0
subtype_2_ratio,0
subtype_3_ratio,0
qos_data_ratio,0
subtype_13_ratio,0
subtype_14_ratio,0
subtype_15_ratio,0
subtype_9_ratio,0
subtype_10_ratio,0
subtype_11_ratio,0
subtype_12_ratio,0
subtype_7_ratio,0
up_len_std,0
bssid_known,0
side_packet_ratio,0
burst_packet_fraction,0
up_len_p50,0
subwin_packet_mean,0
subwin_byte_mean,0
