,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,362,0,2,1,0
Light_T1,1,230,49,83,0
Light_XM,2,123,233,11,0
Sensor,4,105,37,217,1
Socket,0,0,0,0,376
